,hinglish,hinglish_rstd,hinglish_rzstd,hinglish_smalowess_rzstd
0,2,1.0,1.4300250700935133,0.08229796260219799
1,0,0.0,-0.8217215099926422,0.0823587936283554
2,0,0.0,-0.8217215099926422,0.08241964097478946
3,2,1.0,1.4300250700935133,0.08248050463376785
4,0,0.0,-0.8217215099926422,0.08254138459624778
5,2,1.0,1.4300250700935133,0.08260228085214023
6,0,0.0,-0.8217215099926422,0.0826631933897696
7,0,0.0,-0.8217215099926422,0.08272412219560082
8,0,0.0,-0.8217215099926422,0.08278506725423448
9,0,0.0,-0.8217215099926422,0.08284602854892234
10,2,1.0,1.4300250700935133,0.08290700606195314
11,2,1.0,1.4300250700935133,0.08296799977399773
12,0,0.0,-0.8217215099926422,0.08302900966346638
13,2,1.0,1.4300250700935133,0.08309003570687531
14,0,0.0,-0.8217215099926422,0.08315107787948275
15,0,0.0,-0.8217215099926422,0.08321213615592199
16,1,0.5,0.3041517800504357,0.0832732105105846
17,1,0.5,0.3041517800504357,0.08333430091722441
18,0,0.0,-0.8217215099926422,0.0833954073490753
19,0,0.0,-0.8217215099926422,0.08345652977846346
20,0,0.0,-0.8217215099926422,0.08351766817692456
21,2,1.0,1.4300250700935133,0.0835788225146917
22,2,1.0,1.4300250700935133,0.0836399927603176
23,0,0.0,-0.8217215099926422,0.08370117888018618
24,0,0.0,-0.8217215099926422,0.083762380838741
25,0,0.0,-0.8217215099926422,0.0838235985986017
26,0,0.0,-0.8217215099926422,0.0838848321208068
27,0,0.0,-0.8217215099926422,0.08394608136444315
28,2,1.0,1.4300250700935133,0.08400734628676022
29,2,1.0,1.4300250700935133,0.08406862684281372
30,0,0.0,-0.8217215099926422,0.08412992298557512
31,0,0.0,-0.8217215099926422,0.08419123466558111
32,0,0.0,-0.8217215099926422,0.08425256183104683
33,2,1.0,1.4300250700935133,0.08431390442751885
34,0,0.0,-0.8217215099926422,0.08437526239821086
35,0,0.0,-0.8217215099926422,0.08443663568445844
36,0,0.0,-0.8217215099926422,0.08449802422559828
37,0,0.0,-0.8217215099926422,0.08455942795840343
38,0,0.0,-0.8217215099926422,0.08462084681696377
39,0,0.0,-0.8217215099926422,0.08468228073313012
40,0,0.0,-0.8217215099926422,0.08474372963707603
41,2,1.0,1.4300250700935133,0.08480519345764292
42,0,0.0,-0.8217215099926422,0.08486667212176216
43,0,0.0,-0.8217215099926422,0.08492816555389923
44,0,0.0,-0.8217215099926422,0.0849896736763731
45,0,0.0,-0.8217215099926422,0.08505119640991524
46,1,0.5,0.3041517800504357,0.0851127336740057
47,0,0.0,-0.8217215099926422,0.08517428538630978
48,2,1.0,1.4300250700935133,0.08523585146212152
49,0,0.0,-0.8217215099926422,0.08529743181447144
50,0,0.0,-0.8217215099926422,0.0853590263536956
51,2,1.0,1.4300250700935133,0.08542063498722484
52,0,0.0,-0.8217215099926422,0.0854822576193859
53,2,1.0,1.4300250700935133,0.08554389415083047
54,0,0.0,-0.8217215099926422,0.08560554447809172
55,0,0.0,-0.8217215099926422,0.08566720849366352
56,0,0.0,-0.8217215099926422,0.08572888608575523
57,2,1.0,1.4300250700935133,0.0857905771384462
58,0,0.0,-0.8217215099926422,0.0858522815316818
59,0,0.0,-0.8217215099926422,0.08591399914111834
