,t5imdb50k,t5imdb50k_rstd,t5imdb50k_rzstd,t5imdb50k_smalowess_rzstd
0,1,1.0,1.3357389973090419,0.057764671429670456
1,-1,0.0,-0.8091119023426985,0.05768748029013715
2,-1,0.0,-0.8091119023426985,0.057610303903560874
3,1,1.0,1.3357389973090419,0.05753314230289334
4,1,1.0,1.3357389973090419,0.05745599552321228
5,1,1.0,1.3357389973090419,0.05737886360139128
6,1,1.0,1.3357389973090419,0.05730174657561719
7,0,0.5,0.2633135474831717,0.05722464448502445
8,0,0.5,0.2633135474831717,0.05714755736980022
9,0,0.5,0.2633135474831717,0.057070485271088225
10,0,0.5,0.2633135474831717,0.056993428230679155
11,0,0.5,0.2633135474831717,0.056916386291052286
12,0,0.5,0.2633135474831717,0.056839359494994364
13,0,0.5,0.2633135474831717,0.05676234788508002
14,0,0.5,0.2633135474831717,0.05668535150329337
15,0,0.5,0.2633135474831717,0.05660837039113947
16,0,0.5,0.2633135474831717,0.05653140458954812
17,0,0.5,0.2633135474831717,0.05645445413857614
18,0,0.5,0.2633135474831717,0.056377519077447674
19,0,0.5,0.2633135474831717,0.05630059944420332
20,0,0.5,0.2633135474831717,0.05622369527535618
21,0,0.5,0.2633135474831717,0.05614680660605631
22,0,0.5,0.2633135474831717,0.05606993347025502
23,0,0.5,0.2633135474831717,0.055993075900432586
24,1,1.0,1.3357389973090419,0.05591623392739387
25,0,0.5,0.2633135474831717,0.0558394075799113
26,0,0.5,0.2633135474831717,0.05576259688435096
27,0,0.5,0.2633135474831717,0.05568580186442916
28,0,0.5,0.2633135474831717,0.05560902254132265
29,0,0.5,0.2633135474831717,0.05553225893388885
30,0,0.5,0.2633135474831717,0.05545551105890013
31,0,0.5,0.2633135474831717,0.0553787789311853
32,0,0.5,0.2633135474831717,0.05530206256344946
33,0,0.5,0.2633135474831717,0.0552253619663079
34,0,0.5,0.2633135474831717,0.05514867714811445
35,1,1.0,1.3357389973090419,0.055072008114992375
36,-1,0.0,-0.8091119023426985,0.05499535487058485
37,0,0.5,0.2633135474831717,0.05491871741582528
38,-1,0.0,-0.8091119023426985,0.05484209574904297
39,-1,0.0,-0.8091119023426985,0.054765489866075594
40,1,1.0,1.3357389973090419,0.05468889976005298
41,1,1.0,1.3357389973090419,0.05461232542119424
42,-1,0.0,-0.8091119023426985,0.05453576683689981
43,-1,0.0,-0.8091119023426985,0.054459223991927305
44,-1,0.0,-0.8091119023426985,0.05438269686859047
45,0,0.5,0.2633135474831717,0.05430618544687626
46,1,1.0,1.3357389973090419,0.05422968970421327
47,-1,0.0,-0.8091119023426985,0.05415320961525288
48,-1,0.0,-0.8091119023426985,0.054076745151966865
49,-1,0.0,-0.8091119023426985,0.054000296283840094
50,-1,0.0,-0.8091119023426985,0.05392386297807563
