,t5imdb50k,t5imdb50k_rstd,t5imdb50k_rzstd,t5imdb50k_smalowess_rzstd
0,1,1.0,1.2486142995019525,0.0464811517244298
1,-1,0.0,-0.8417168865066053,0.046470458704032644
2,-1,0.0,-0.8417168865066053,0.04645985409316263
3,-1,0.0,-0.8417168865066053,0.046449338135417295
4,1,1.0,1.2486142995019525,0.046438911066917235
5,1,1.0,1.2486142995019525,0.04642857311613689
6,1,1.0,1.2486142995019525,0.046418324503873364
7,1,1.0,1.2486142995019525,0.046408165443350274
8,1,1.0,1.2486142995019525,0.04639809614044691
9,-1,0.0,-0.8417168865066053,0.046388116794054836
10,1,1.0,1.2486142995019525,0.04637822759654661
11,1,1.0,1.2486142995019525,0.04636842873434734
12,-1,0.0,-0.8417168865066053,0.046358720388320465
13,-1,0.0,-0.8417168865066053,0.04634910273336809
14,-1,0.0,-0.8417168865066053,0.04633957593854993
15,-1,0.0,-0.8417168865066053,0.0463301401664891
16,-1,0.0,-0.8417168865066053,0.046320795572682164
17,-1,0.0,-0.8417168865066053,0.046311542305105466
18,1,1.0,1.2486142995019525,0.046302380504266105
19,-1,0.0,-0.8417168865066053,0.04629331030292617
20,-1,0.0,-0.8417168865066053,0.0462843318258647
21,-1,0.0,-0.8417168865066053,0.04627544518983874
22,-1,0.0,-0.8417168865066053,0.046266650503612936
23,-1,0.0,-0.8417168865066053,0.04625794786788473
24,-1,0.0,-0.8417168865066053,0.04624933737527863
25,-1,0.0,-0.8417168865066053,0.04624081911030835
26,-1,0.0,-0.8417168865066053,0.04623239314947807
27,-1,0.0,-0.8417168865066053,0.04622405956151149
28,-1,0.0,-0.8417168865066053,0.04621581840750456
29,1,1.0,1.2486142995019525,0.046207669741198804
30,-1,0.0,-0.8417168865066053,0.046199613608714454
31,0,0.5,0.20344870649767363,0.04619165004832085
32,-1,0.0,-0.8417168865066053,0.04618377909065848
33,1,1.0,1.2486142995019525,0.04617600075876781
34,1,1.0,1.2486142995019525,0.04616831506780194
35,-1,0.0,-0.8417168865066053,0.04616072202475808
36,-1,0.0,-0.8417168865066053,0.04615322162832353
37,-1,0.0,-0.8417168865066053,0.04614581386883477
38,-1,0.0,-0.8417168865066053,0.0461384987282969
39,-1,0.0,-0.8417168865066053,0.046131276180323436
40,-1,0.0,-0.8417168865066053,0.04612414619014057
41,1,1.0,1.2486142995019525,0.04611710871454555
42,1,1.0,1.2486142995019525,0.0461101637020105
43,1,1.0,1.2486142995019525,0.04610331109289568
44,-1,0.0,-0.8417168865066053,0.046096550819596814
45,-1,0.0,-0.8417168865066053,0.04608988280679598
46,-1,0.0,-0.8417168865066053,0.04608330697134863
47,-1,0.0,-0.8417168865066053,0.046076823222658145
48,1,1.0,1.2486142995019525,0.04607043146332305
49,-1,0.0,-0.8417168865066053,0.04606413158976508
50,-1,0.0,-0.8417168865066053,0.0460579234922998
51,-1,0.0,-0.8417168865066053,0.046051807054625644
52,-1,0.0,-0.8417168865066053,0.04604578215345193
53,-1,0.0,-0.8417168865066053,0.04603984865900322
54,-1,0.0,-0.8417168865066053,0.04603400643581298
55,1,1.0,1.2486142995019525,0.04602825534357615
56,1,1.0,1.2486142995019525,0.04602259523775851
57,-1,0.0,-0.8417168865066053,0.04601702596914861
58,1,1.0,1.2486142995019525,0.04601154738315527
59,-1,0.0,-0.8417168865066053,0.046006159319377384
60,-1,0.0,-0.8417168865066053,0.046000861611927395
61,-1,0.0,-0.8417168865066053,0.04599565408901145
62,1,1.0,1.2486142995019525,0.04599053657252213
63,-1,0.0,-0.8417168865066053,0.045985508878341616
64,-1,0.0,-0.8417168865066053,0.04598057081594561
65,1,1.0,1.2486142995019525,0.04597572218802333
66,-1,0.0,-0.8417168865066053,0.045970962790990125
67,1,1.0,1.2486142995019525,0.04596629241552537
68,1,1.0,1.2486142995019525,0.04596171084616729
69,1,1.0,1.2486142995019525,0.045957217860921044
70,0,0.5,0.20344870649767363,0.04595281323155037
71,-1,0.0,-0.8417168865066053,0.045948496723413446
72,-1,0.0,-0.8417168865066053,0.04594426809599615
73,-1,0.0,-0.8417168865066053,0.04594012710346565
74,-1,0.0,-0.8417168865066053,0.045936073494254534
75,-1,0.0,-0.8417168865066053,0.04593210701043458
76,1,1.0,1.2486142995019525,0.04592822738713438
77,1,1.0,1.2486142995019525,0.045924434352015785
